timestamp,simple-path,time
2021-06-09 12:02:04.942,/master/welcome,295
2021-06-09 12:02:16.407,/master/welcome,195
2021-06-09 12:02:17.05,/anonymous/shout/create,539
2021-06-09 12:02:47.406,/master/welcome,196
2021-06-09 12:02:47.981,/anonymous/shout/create,523
2021-06-09 12:03:18.333,/master/welcome,213
2021-06-09 12:03:18.907,/anonymous/shout/create,520
2021-06-09 12:03:49.228,/master/welcome,204
2021-06-09 12:03:49.802,/anonymous/shout/create,517
